lift_from_model	lift_from_version	lift_from_node	lift_from_property	lift_from_concept	lift_from_conceptCode	lift_to_model	lift_to_version	lift_to_node	lift_to_property	lift_to_concept	lift_to_conceptCode	concept_relationship
CCDI	v2.0.0	diagnosis	anatomic_site	Joint	C13044	CDS	v5.0.2	image	organ_or_tissue	Rib, sternum, clavicle and associated joints	C13044	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Joint	C13044	CDS	v5.0.2	image	organ_or_tissue	Overlapping lesion of bones, joints and articular cartilage of limbs	C13044	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Joint	C13044	CDS	v5.0.2	image	organ_or_tissue	Overlapping lesion of bones, joints and articular cartilage	C13044	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Lobule of the Auricle	C32999	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Posterior Wall of the Hypopharynx	C12249	CDS	v5.0.2	image	organ_or_tissue	Posterior wall of hypopharynx	C12249	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Bronchus	C12683	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Tendon	C13045	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Pelvic Lymph Node	C12363	CDS	v5.0.2	image	organ_or_tissue	Pelvic lymph nodes	C12363	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Lumbar Nerve	C33015	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Cervical Esophagus	C12250	CDS	v5.0.2	image	organ_or_tissue	Cervical esophagus	C12250	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Ligament	C13046	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Bronchiole	C12684	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Bone	C12366	CDS	v5.0.2	image	organ_or_tissue	Bone, NOS	C12366	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Bone	C12366	CDS	v5.0.2	image	organ_or_tissue	Bones of skull and face and associated joints	C12366	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Bone	C12366	CDS	v5.0.2	image	organ_or_tissue	Overlapping lesion of bones, joints and articular cartilage of limbs	C12366	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Bone	C12366	CDS	v5.0.2	image	organ_or_tissue	Overlapping lesion of bones, joints and articular cartilage	C12366	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Thoracic Esophagus	C12251	CDS	v5.0.2	image	organ_or_tissue	Thoracic esophagus	C12251	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Male Prepuce	C33049	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Mammary Gland	C12367	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Skeletal Muscle Tissue	C13050	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Carotid Artery	C12687	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Abdominal Esophagus	C12252	CDS	v5.0.2	image	organ_or_tissue	Abdominal esophagus	C12252	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Mediastinal Lymph Node	C33073	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Muscle	C13056	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Areola	C12368	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Carpal Bone	C12688	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Meibomian Gland	C33075	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Upper Third of the Esophagus	C12253	CDS	v5.0.2	image	organ_or_tissue	Upper third of esophagus	C12253	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Myocardium	C12371	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Back	C13062	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Cauda Equina	C12689	CDS	v5.0.2	image	organ_or_tissue	Cauda equina	C12689	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Meniscus Lateralis	C33097	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Middle Third of the Esophagus	C12254	CDS	v5.0.2	image	organ_or_tissue	Middle third of esophagus	C12254	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Artery	C12372	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Sphincter of Oddi	C13065	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Choroid Plexus	C12694	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Meniscus Medialis	C33098	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Lower Third of the Esophagus	C12255	CDS	v5.0.2	image	organ_or_tissue	Lower third of esophagus	C12255	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Cartilage	C12373	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Coccyx	C12696	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Ileocecal Valve	C13066	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Mesentery	C33103	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Connective Tissue	C12374	CDS	v5.0.2	image	organ_or_tissue	Overlapping lesion of connective, subcutaneous and other soft tissues	C12374	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Gastric Cardia	C12256	CDS	v5.0.2	image	organ_or_tissue	Cardia, NOS	C12256	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Cochlear Nerve	C12697	CDS	v5.0.2	image	organ_or_tissue	Acoustic nerve	C12697	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Foot Bone	C13068	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Iliac Lymph Node	C32761	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Axillary Lymph Node	C12904	CDS	v5.0.2	image	organ_or_tissue	Lymph nodes of axilla or arm	C12904	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Sublingual Salivary Gland	C12234	CDS	v5.0.2	image	organ_or_tissue	Sublingual gland	C12234	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Cerebral Meninges	C12349	CDS	v5.0.2	image	organ_or_tissue	Cerebral meninges	C12349	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Abducens Nerve	C12665	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Iliopsoas Muscle	C32764	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Hematopoietic System	C12909	CDS	v5.0.2	image	organ_or_tissue	Hematopoietic system, NOS	C12909	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Tonsillar Fossa	C12235	CDS	v5.0.2	image	organ_or_tissue	Tonsillar fossa	C12235	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Spinal Meninges	C12350	CDS	v5.0.2	image	organ_or_tissue	Spinal meninges	C12350	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Adrenal Gland	C12666	CDS	v5.0.2	image	organ_or_tissue	Adrenal gland, NOS	C12666	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Renal Calyx	C12927	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Ilium	C32765	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Tonsillar Pillar	C12236	CDS	v5.0.2	image	organ_or_tissue	Tonsillar pillar	C12236	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Cerebral Hemisphere	C12351	CDS	v5.0.2	image	organ_or_tissue	Cerebrum	C12351	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Aorta	C12669	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Vertebra	C12933	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Inguinal Lymph Node	C32801	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Vallecula	C12237	CDS	v5.0.2	image	organ_or_tissue	Vallecula	C12237	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Frontal Lobe	C12352	CDS	v5.0.2	image	organ_or_tissue	Frontal lobe	C12352	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Upper Extremity	C12671	CDS	v5.0.2	image	organ_or_tissue	Upper limb, NOS	C12671	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Upper Extremity	C12671	CDS	v5.0.2	image	organ_or_tissue	Short bones of upper limb and associated joints	C12671	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Upper Extremity	C12671	CDS	v5.0.2	image	organ_or_tissue	Peripheral nerves and autonomic nervous system of upper limb and shoulder	C12671	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Fibrous Tissue	C129504	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Intercostal Muscle	C32824	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Anterior Surface of the Epiglottis	C12238	CDS	v5.0.2	image	organ_or_tissue	Anterior surface of epiglottis	C12238	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Temporal Lobe	C12353	CDS	v5.0.2	image	organ_or_tissue	Temporal lobe	C12353	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Autonomic Nervous System	C12673	CDS	v5.0.2	image	organ_or_tissue	Autonomic nervous system, NOS	C12673	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Autonomic Nervous System	C12673	CDS	v5.0.2	image	organ_or_tissue	Peripheral nerves and autonomic nervous system of upper limb and shoulder	C12673	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Autonomic Nervous System	C12673	CDS	v5.0.2	image	organ_or_tissue	Peripheral nerves and autonomic nervous system of trunk, NOS	C12673	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Autonomic Nervous System	C12673	CDS	v5.0.2	image	organ_or_tissue	Peripheral nerves and autonomic nervous system of thorax	C12673	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Autonomic Nervous System	C12673	CDS	v5.0.2	image	organ_or_tissue	Peripheral nerves and autonomic nervous system of pelvis	C12673	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Autonomic Nervous System	C12673	CDS	v5.0.2	image	organ_or_tissue	Peripheral nerves and autonomic nervous system of lower limb and hip	C12673	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Autonomic Nervous System	C12673	CDS	v5.0.2	image	organ_or_tissue	Peripheral nerves and autonomic nervous system of head, face, and neck	C12673	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Autonomic Nervous System	C12673	CDS	v5.0.2	image	organ_or_tissue	Peripheral nerves and autonomic nervous system of abdomen	C12673	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Autonomic Nervous System	C12673	CDS	v5.0.2	image	organ_or_tissue	Overlapping lesion of peripheral nerves and autonomic nervous system	C12673	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Intercostal Nerve	C32825	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Breast	C12971	CDS	v5.0.2	image	organ_or_tissue	Breast, NOS	C12971	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Breast	C12971	CDS	v5.0.2	image	organ_or_tissue	Overlapping lesion of breast	C12971	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Lateral Wall of the Oropharynx	C12239	CDS	v5.0.2	image	organ_or_tissue	Lateral wall of oropharynx	C12239	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Parietal Lobe	C12354	CDS	v5.0.2	image	organ_or_tissue	Parietal lobe	C12354	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Internal Mammary Lymph Node	C32853	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Frontal Pole	C126737	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Wall of the Pharynx	C129816	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Posterior Wall of the Oropharynx	C12240	CDS	v5.0.2	image	organ_or_tissue	Posterior wall of oropharynx	C12240	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Occipital Lobe	C12355	CDS	v5.0.2	image	organ_or_tissue	Occipital lobe	C12355	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Internal Nare	C32856	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Lateral Wall of the Pharynx	C129817	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Axilla	C12674	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Superior Wall of the Nasopharynx	C12242	CDS	v5.0.2	image	organ_or_tissue	Superior wall of nasopharynx	C12242	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Brain Ventricle	C12356	CDS	v5.0.2	image	organ_or_tissue	Ventricle, NOS	C12356	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Ischium	C32884	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Bartholin Gland	C12675	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Vertebral Column	C12998	CDS	v5.0.2	image	organ_or_tissue	Vertebral column	C12998	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Craniopharyngeal Duct	C12357	CDS	v5.0.2	image	organ_or_tissue	Craniopharyngeal duct	C12357	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Posterior Wall of the Nasopharynx	C12243	CDS	v5.0.2	image	organ_or_tissue	Posterior wall of nasopharynx	C12243	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Skin Of The Axilla	C116164	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Aortocaval Lymph Node	C118775	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Pectoral Lymph Node	C120322	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Lip	C12220	CDS	v5.0.2	image	organ_or_tissue	Lip, NOS	C12220	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Lip	C12220	CDS	v5.0.2	image	organ_or_tissue	Overlapping lesion of lip	C12220	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	External Upper Lip	C12221	CDS	v5.0.2	image	organ_or_tissue	External upper lip	C12221	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	External Lower Lip	C12222	CDS	v5.0.2	image	organ_or_tissue	External lower lip	C12222	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	External Lip	C12223	CDS	v5.0.2	image	organ_or_tissue	External lip, NOS	C12223	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Mucosa of the Upper Lip	C12224	CDS	v5.0.2	image	organ_or_tissue	Mucosa of upper lip	C12224	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Mucosa of the Lower Lip	C12225	CDS	v5.0.2	image	organ_or_tissue	Mucosa of lower lip	C12225	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Mucosa of the Lip	C12226	CDS	v5.0.2	image	organ_or_tissue	Mucosa of lip, NOS	C12226	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Commissure of the Lip	C12227	CDS	v5.0.2	image	organ_or_tissue	Commissure of lip	C12227	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Base of the Tongue	C12228	CDS	v5.0.2	image	organ_or_tissue	Base of tongue, NOS	C12228	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Palate	C12229	CDS	v5.0.2	image	organ_or_tissue	Palate, NOS	C12229	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Palate	C12229	CDS	v5.0.2	image	organ_or_tissue	Overlapping lesion of palate	C12229	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Hard Palate	C12230	CDS	v5.0.2	image	organ_or_tissue	Hard palate	C12230	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Uvula	C12232	CDS	v5.0.2	image	organ_or_tissue	Uvula	C12232	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Submandibular Gland	C12233	CDS	v5.0.2	image	organ_or_tissue	Submandibular gland	C12233	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Broad Ligament	C12318	CDS	v5.0.2	image	organ_or_tissue	Broad ligament	C12318	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Parametrium	C12320	CDS	v5.0.2	image	organ_or_tissue	Parametrium	C12320	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Appendage of the Uterus	C12321	CDS	v5.0.2	image	organ_or_tissue	Uterine adnexa	C12321	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Glans Penis	C12324	CDS	v5.0.2	image	organ_or_tissue	Glans penis	C12324	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Body of the Penis	C12325	CDS	v5.0.2	image	organ_or_tissue	Body of penis	C12325	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Undescended Testes	C12326	CDS	v5.0.2	image	organ_or_tissue	Undescended testis	C12326	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Epididymis	C12328	CDS	v5.0.2	image	organ_or_tissue	Epididymis	C12328	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Spermatic Cord	C12329	CDS	v5.0.2	image	organ_or_tissue	Spermatic cord	C12329	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Bladder Trigone	C12331	CDS	v5.0.2	image	organ_or_tissue	Trigone of bladder	C12331	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Dome of the Bladder	C12332	CDS	v5.0.2	image	organ_or_tissue	Dome of bladder	C12332	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Lateral Wall of the Bladder	C12333	CDS	v5.0.2	image	organ_or_tissue	Lateral wall of bladder	C12333	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Anterior Wall of the Bladder	C12334	CDS	v5.0.2	image	organ_or_tissue	Anterior wall of bladder	C12334	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Posterior Wall of the Bladder	C12335	CDS	v5.0.2	image	organ_or_tissue	Posterior wall of bladder	C12335	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Bladder Neck	C12336	CDS	v5.0.2	image	organ_or_tissue	Bladder neck	C12336	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Ureteric Orifice	C12337	CDS	v5.0.2	image	organ_or_tissue	Ureteric orifice	C12337	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Urachus	C12338	CDS	v5.0.2	image	organ_or_tissue	Urachus	C12338	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Conjunctiva	C12341	CDS	v5.0.2	image	organ_or_tissue	Conjunctiva	C12341	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Cornea	C12342	CDS	v5.0.2	image	organ_or_tissue	Cornea, NOS	C12342	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Retina	C12343	CDS	v5.0.2	image	organ_or_tissue	Retina	C12343	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Choroid	C12344	CDS	v5.0.2	image	organ_or_tissue	Choroid	C12344	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Ciliary Body	C12345	CDS	v5.0.2	image	organ_or_tissue	Ciliary body	C12345	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Lacrimal Gland	C12346	CDS	v5.0.2	image	organ_or_tissue	Lacrimal gland	C12346	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Orbit	C12347	CDS	v5.0.2	image	organ_or_tissue	Orbit, NOS	C12347	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Meninges	C12348	CDS	v5.0.2	image	organ_or_tissue	Meninges, NOS	C12348	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Cerebellum	C12445	CDS	v5.0.2	image	organ_or_tissue	Cerebellum, NOS	C12445	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Corpus Callosum	C12446	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Basal Ganglia	C12447	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Corpus Striatum	C12448	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Globus Pallidus	C12449	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Putamen	C12452	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Hypothalamus	C12458	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Thalamus	C12459	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Spinal Cord	C12464	CDS	v5.0.2	image	organ_or_tissue	Spinal cord	C12464	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Nerve	C12466	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Lung	C12468	CDS	v5.0.2	image	organ_or_tissue	Lung, NOS	C12468	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Lung	C12468	CDS	v5.0.2	image	organ_or_tissue	Overlapping lesion of lung	C12468	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Pleura	C12469	CDS	v5.0.2	image	organ_or_tissue	Overlapping lesion of heart, mediastinum and pleura	C12469	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Pleura	C12469	CDS	v5.0.2	image	organ_or_tissue	Pleura, NOS	C12469	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Skin	C12470	CDS	v5.0.2	sample	sample_type_category	Skin	C12470	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Skin	C12470	CDS	v5.0.2	image	organ_or_tissue	Overlapping lesion of skin	C12470	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Skin	C12470	CDS	v5.0.2	image	organ_or_tissue	Skin, NOS	C12470	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Adipose Tissue	C12472	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Sella Turcica	C12497	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	External Acoustic Meatus	C12498	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Inner Ear	C12499	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Eustachian Tube	C12500	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Buccal Mucosa	C12505	CDS	v5.0.2	image	organ_or_tissue	Cheek mucosa	C12505	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Infratentorial Brain	C12509	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Mesencephalon	C12510	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Pons Varolii	C12511	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Supratentorial Brain	C12512	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Islet of Langerhans	C12608	CDS	v5.0.2	image	organ_or_tissue	Islets of Langerhans	C12608	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Temporal Bone	C12797	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Thorax	C12799	CDS	v5.0.2	image	organ_or_tissue	Thorax, NOS	C12799	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Thorax	C12799	CDS	v5.0.2	image	organ_or_tissue	Peripheral nerves and autonomic nervous system of thorax	C12799	Concept Code Match
CCDI	v2.0.0	diagnosis	anatomic_site	Tibia	C12800	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Trigeminal Nerve	C12806	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Trochlear Nerve	C12808	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Ulna	C12809	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Uvea	C12811	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
CCDI	v2.0.0	diagnosis	anatomic_site	Vagus Nerve	C12812	CDS	v5.0.2	N/A	N/A	N/A	N/A	No match
