lift_from_version	lift_from_node	lift_from_property	lift_to_version	lift_to_node	lift_to_property	lift_from_cde	lift_from_cdeversion	lift_to_cde	lift_to_cdeversion	cde_relationship
v5.0.0	NonDICOMMRimages	MRImageAcquisitionProtocolElement_diffusionDirectionalityCode	v5.0.2	NonDICOMMRimages	MRImageAcquisitionProtocolElement_diffusionDirectionalityCode	14616426	1.00	14616426	1.00	Match CDE and Version
v5.0.0	NonDICOMMRimages	MRImageAcquisitionProtocolElement_magneticFieldStrength	v5.0.2	NonDICOMMRimages	MRImageAcquisitionProtocolElement_magneticFieldStrength	14607707	1.00	14607707	1.00	Match CDE and Version
v5.0.0	NonDICOMMRimages	MRImageAcquisitionProtocolElement_resonantNucleusCode	v5.0.2	NonDICOMMRimages	MRImageAcquisitionProtocolElement_resonantNucleusCode	14616427	1.00	14616427	1.00	Match CDE and Version
v5.0.0	NonDICOMMRimages	MRImageAcquisitionProtocolElement_acquisitionContrastCode	v5.0.2	NonDICOMMRimages	MRImageAcquisitionProtocolElement_acquisitionContrastCode	14616428	1.00	14616428	1.00	Match CDE and Version
v5.0.0	NonDICOMMRimages	MRImageAcquisitionProtocolElement_inversionRecoveryIndicator	v5.0.2	NonDICOMMRimages	MRImageAcquisitionProtocolElement_inversionRecoveryIndicator	14607722	1.00	14607722	1.00	Match CDE and Version
v5.0.0	NonDICOMMRimages	MRImageAcquisitionProtocolElement_pulseSequenceName	v5.0.2	NonDICOMMRimages	MRImageAcquisitionProtocolElement_pulseSequenceName	14608594	1.00	14608594	1.00	Match CDE and Version
v5.0.0	NonDICOMMRimages	MRImageAcquisitionProtocolElement_multipleSpinEchoIndicator	v5.0.2	NonDICOMMRimages	MRImageAcquisitionProtocolElement_multipleSpinEchoIndicator	14608595	1.00	14608595	1.00	Match CDE and Version
v5.0.0	NonDICOMMRimages	MRImageAcquisitionProtocolElement_phaseContrastIndicator	v5.0.2	NonDICOMMRimages	MRImageAcquisitionProtocolElement_phaseContrastIndicator	14608601	1.00	14608601	1.00	Match CDE and Version
v5.0.0	NonDICOMMRimages	MRImageAcquisitionProtocolElement_timeOfFlightContrastIndicator	v5.0.2	NonDICOMMRimages	MRImageAcquisitionProtocolElement_timeOfFlightContrastIndicator	14608649	1.00	14608649	1.00	Match CDE and Version
v5.0.0	NonDICOMMRimages	MRImageAcquisitionProtocolElement_arterialSpinLabelingContrastCode	v5.0.2	NonDICOMMRimages	MRImageAcquisitionProtocolElement_arterialSpinLabelingContrastCode	14616429	1.00	14616429	1.00	Match CDE and Version
v5.0.0	NonDICOMMRimages	MRImageAcquisitionProtocolElement_steadyStatePulseSequenceCode	v5.0.2	NonDICOMMRimages	MRImageAcquisitionProtocolElement_steadyStatePulseSequenceCode	14616430	1.00	14616430	1.00	Match CDE and Version
v5.0.0	NonDICOMMRimages	MRImageAcquisitionProtocolElement_echoPlanarPulseSequenceIndicator	v5.0.2	NonDICOMMRimages	MRImageAcquisitionProtocolElement_echoPlanarPulseSequenceIndicator	14612651	1.00	14612651	1.00	Match CDE and Version
v5.0.0	NonDICOMMRimages	MRImageAcquisitionProtocolElement_saturationRecoveryIndicator	v5.0.2	NonDICOMMRimages	MRImageAcquisitionProtocolElement_saturationRecoveryIndicator	14612652	1.00	14612652	1.00	Match CDE and Version
v5.0.0	NonDICOMMRimages	MRImageAcquisitionProtocolElement_spectrallySelectedSuppressionCode	v5.0.2	NonDICOMMRimages	MRImageAcquisitionProtocolElement_spectrallySelectedSuppressionCode	14616431	1.00	14616431	1.00	Match CDE and Version
v5.0.0	NonDICOMMRimages	MRImageReconstructionProtocolElement_complexImageComponentCode	v5.0.2	NonDICOMMRimages	MRImageReconstructionProtocolElement_complexImageComponentCode	14616432	1.00	14616432	1.00	Match CDE and Version
v5.0.0	NonDICOMpathologyImages	acquisition_method_type	v5.0.2	MultiplexMicroscopy	acquisition_method_type	6626651	2.00	6626651	2.00	Match CDE and Version
v5.0.0	NonDICOMpathologyImages	acquisition_method_type	v5.0.2	NonDICOMpathologyImages	acquisition_method_type	6626651	2.00	6626651	2.00	Match CDE and Version
v5.0.0	NonDICOMpathologyImages	tumor_tissue_type	v5.0.2	MultiplexMicroscopy	tumor_tissue_type	3288124	1.00	3288124	1.00	Match CDE and Version
v5.0.0	NonDICOMpathologyImages	tumor_tissue_type	v5.0.2	NonDICOMpathologyImages	tumor_tissue_type	3288124	1.00	3288124	1.00	Match CDE and Version
v5.0.0	NonDICOMpathologyImages	tissue_fixative	v5.0.2	MultiplexMicroscopy	tissue_fixative	65078	4.00	65078	4.00	Match CDE and Version
v5.0.0	NonDICOMpathologyImages	tissue_fixative	v5.0.2	NonDICOMpathologyImages	tissue_fixative	65078	4.00	65078	4.00	Match CDE and Version
v5.0.0	NonDICOMpathologyImages	embedding_medium	v5.0.2	MultiplexMicroscopy	embedding_medium	8037927	1.00	8037927	1.00	Match CDE and Version
v5.0.0	NonDICOMpathologyImages	embedding_medium	v5.0.2	NonDICOMpathologyImages	embedding_medium	8037927	1.00	8037927	1.00	Match CDE and Version
v5.0.0	NonDICOMpathologyImages	staining_method	v5.0.2	MultiplexMicroscopy	staining_method	7789196	1.00	7789196	1.00	Match CDE and Version
v5.0.0	NonDICOMpathologyImages	staining_method	v5.0.2	NonDICOMpathologyImages	staining_method	7789196	1.00	7789196	1.00	Match CDE and Version
v5.0.0	NonDICOMpathologyImages	objective	v5.0.2	MultiplexMicroscopy	objective	7788935	1.00	7788935	1.00	Match CDE and Version
v5.0.0	NonDICOMpathologyImages	objective	v5.0.2	NonDICOMpathologyImages	objective	7788935	1.00	7788935	1.00	Match CDE and Version
v5.0.0	NonDICOMpathologyImages	nominal_magnification	v5.0.2	MultiplexMicroscopy	nominal_magnification	7788940	1.00	7788940	1.00	Match CDE and Version
v5.0.0	NonDICOMpathologyImages	nominal_magnification	v5.0.2	NonDICOMpathologyImages	nominal_magnification	7788940	1.00	7788940	1.00	Match CDE and Version
v5.0.0	NonDICOMpathologyImages	immersion	v5.0.2	MultiplexMicroscopy	immersion	8058286	1.00	8058286	1.00	Match CDE and Version
v5.0.0	NonDICOMpathologyImages	immersion	v5.0.2	NonDICOMpathologyImages	immersion	8058286	1.00	8058286	1.00	Match CDE and Version
v5.0.0	NonDICOMpathologyImages	lens_numerical_aperture	v5.0.2	MultiplexMicroscopy	lens_numerical_aperture	7788942	1.00	7788942	1.00	Match CDE and Version
v5.0.0	NonDICOMpathologyImages	lens_numerical_aperture	v5.0.2	NonDICOMpathologyImages	lens_numerical_aperture	7788942	1.00	7788942	1.00	Match CDE and Version
v5.0.0	NonDICOMpathologyImages	NonDICOMpathologyImages_id	v5.0.2	NonDICOMpathologyImages	NonDICOMpathologyImages_id					Missing CDE
v5.0.0	NonDICOMPETimages	NonDICOMPETimages_id	v5.0.2	NonDICOMPETimages	NonDICOMPETimages_id					Missing CDE
v5.0.0	NonDICOMPETimages	PETImagingAcquisitionProtocolElement_gantryDetectorTilt	v5.0.2	NonDICOMPETimages	PETImagingAcquisitionProtocolElement_gantryDetectorTilt	2656117	1.00	2656117	1.00	Match CDE and Version
v5.0.0	NonDICOMPETimages	Radiopharmaceutical_radionuclideCode	v5.0.2	NonDICOMPETimages	Radiopharmaceutical_radionuclideCode	14612653	1.00	14612653	1.00	Match CDE and Version
v5.0.0	NonDICOMradiologyAllModalities	NonDICOMradiologyAllModalities_id	v5.0.2	NonDICOMradiologyAllModalities	NonDICOMradiologyAllModalities_id					Missing CDE
v5.0.0	NonDICOMradiologyAllModalities	performed_imaging_study_description	v5.0.2	NonDICOMradiologyAllModalities	performed_imaging_study_description	2182389	2.10	2182389	2.10	Match CDE and Version
v5.0.0	NonDICOMradiologyAllModalities	performed_imaging_study_admittingDiagnosisCode	v5.0.2	NonDICOMradiologyAllModalities	performed_imaging_study_admittingDiagnosisCode	2902328	1.00	2902328	1.00	Match CDE and Version
v5.0.0	NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	v5.0.2	NonDICOMradiologyAllModalities	performed_imaging_study_nonAcquisitionModalitiesInStudyCode	12137353	1.00	12137353	1.00	Match CDE and Version
v5.0.0	NonDICOMradiologyAllModalities	performed_imaging_study_lossyImageCompressionIndicator	v5.0.2	NonDICOMradiologyAllModalities	performed_imaging_study_lossyImageCompressionIndicator	2659474	1.00	2659474	1.00	Match CDE and Version
v5.0.0	NonDICOMradiologyAllModalities	performed_imaging_study_summary	v5.0.2	NonDICOMradiologyAllModalities	performed_imaging_study_summary	14670299	1.00	14670299	1.00	Match CDE and Version
v5.0.0	NonDICOMradiologyAllModalities	performed_imaging_study_primaryAnatomicSiteCode	v5.0.2	NonDICOMradiologyAllModalities	performed_imaging_study_primaryAnatomicSiteCode	14612662	1.00	14612662	1.00	Match CDE and Version
v5.0.0	NonDICOMradiologyAllModalities	performed_imaging_study_acquisitionTypeCode	v5.0.2	NonDICOMradiologyAllModalities	performed_imaging_study_acquisitionTypeCode	14670301	1.00	14670301	1.00	Match CDE and Version
v5.0.0	NonDICOMradiologyAllModalities	performed_imaging_study_cardiacSynchronizationTechniqueCode	v5.0.2	NonDICOMradiologyAllModalities	performed_imaging_study_cardiacSynchronizationTechniqueCode	14617521	1.00	14617521	1.00	Match CDE and Version
v5.0.0	NonDICOMradiologyAllModalities	performed_imaging_study_dataCollectionDiameter	v5.0.2	NonDICOMradiologyAllModalities	performed_imaging_study_dataCollectionDiameter	14612665	1.00	14612665	1.00	Match CDE and Version
v5.0.0	NonDICOMradiologyAllModalities	performed_imaging_study_respiratoryMotionTechniqueCode	v5.0.2	NonDICOMradiologyAllModalities	performed_imaging_study_respiratoryMotionTechniqueCode	14617522	1.00	14617522	1.00	Match CDE and Version
v5.0.0	NonDICOMradiologyAllModalities	performed_imaging_study_bodyPositionCode	v5.0.2	NonDICOMradiologyAllModalities	performed_imaging_study_bodyPositionCode	14617523	1.00	14617523	1.00	Match CDE and Version
v5.0.0	NonDICOMradiologyAllModalities	performed_imaging_study_algorithmCode	v5.0.2	NonDICOMradiologyAllModalities	performed_imaging_study_algorithmCode	14617557	1.00	14617557	1.00	Match CDE and Version
v5.0.0	NonDICOMradiologyAllModalities	performed_imaging_study_reconstructionFieldOfViewHeight	v5.0.2	NonDICOMradiologyAllModalities	performed_imaging_study_reconstructionFieldOfViewHeight	14612672	1.00	14612672	1.00	Match CDE and Version
v5.0.0	NonDICOMradiologyAllModalities	performed_imaging_study_reconstructionFieldOfViewWidth	v5.0.2	NonDICOMradiologyAllModalities	performed_imaging_study_reconstructionFieldOfViewWidth	14612674	1.00	14612674	1.00	Match CDE and Version
v5.0.0	NonDICOMradiologyAllModalities	performed_imaging_study_reconstructionDiameter	v5.0.2	NonDICOMradiologyAllModalities	performed_imaging_study_reconstructionDiameter	2182085	1.00	2182085	1.00	Match CDE and Version
v5.0.0	NonDICOMradiologyAllModalities	performed_imaging_study_sliceThickness	v5.0.2	NonDICOMradiologyAllModalities	performed_imaging_study_sliceThickness	3113185	2.00	3113185	2.00	Match CDE and Version
v5.0.0	NonDICOMradiologyAllModalities	performed_imaging_study_reconstructionInterval	v5.0.2	NonDICOMradiologyAllModalities	performed_imaging_study_reconstructionInterval	14612682	1.00	14612682	1.00	Match CDE and Version
v5.0.0	proteomic	aliquot_id	v5.0.2	proteomic	aliquot_id	15105438	1.00	15105438	1.00	Match CDE and Version
v5.0.0	proteomic	analytical_fractions	v5.0.2	proteomic	analytical_fractions	15112968	1.00	15112968	1.00	Match CDE and Version
v5.0.0	proteomic	instrument_make	v5.0.2	proteomic	instrument_make	2866141	1.00	2866141	1.00	Match CDE and Version
v5.0.0	proteomic	proteomic_instrument_model	v5.0.2	proteomic	proteomic_instrument_model	2413274	2.10	2413274	2.10	Match CDE and Version
v5.0.0	proteomic	proteomic_design_description	v5.0.2	proteomic	proteomic_design_description	15089939	1.00	15089939	1.00	Match CDE and Version
v5.0.0	version	data_version_id	v5.0.2	version	data_version_id					Missing CDE
v5.0.0	version	data_version	v5.0.2	version	data_version					Missing CDE
v5.0.0	version	datetime	v5.0.2	version	datetime					Missing CDE
v5.0.0	version	model_version	v5.0.2	version	model_version					Missing CDE
v5.0.0	version	description	v5.0.2	version	description					Missing CDE
v5.0.0	diagnosis	participant.study_participant_id	v5.0.2	diagnosis	participant.study_participant_id	N/A	N/A	N/A	N/A	N/A
v5.0.0	file	study.phs_accession	v5.0.2	file	study.phs_accession	N/A	N/A	N/A	N/A	N/A
v5.0.0	file	particpant.study_participant_id	v5.0.2	file	particpant.study_participant_id	N/A	N/A	N/A	N/A	N/A
v5.0.0	file	sample.sample_id	v5.0.2	file	sample.sample_id	N/A	N/A	N/A	N/A	N/A
v5.0.0	genomic_info	file.file_id	v5.0.2	genomic_info	file.file_id	N/A	N/A	N/A	N/A	N/A
v5.0.0	image	file.file_id	v5.0.2	image	file.file_id	N/A	N/A	N/A	N/A	N/A
v5.0.0	MultiplexMicroscopy	image.study_link_id	v5.0.2	MultiplexMicroscopy	image.study_link_id	N/A	N/A	N/A	N/A	N/A
v5.0.0	NonDICOMCTimages	image.study_link_id	v5.0.2	NonDICOMCTimages	image.study_link_id	N/A	N/A	N/A	N/A	N/A
v5.0.0	NonDICOMMRimages	image.study_link_id	v5.0.2	NonDICOMMRimages	image.study_link_id	N/A	N/A	N/A	N/A	N/A
v5.0.0	NonDICOMpathologyImages	image.study_link_id	v5.0.2	NonDICOMpathologyImages	image.study_link_id	N/A	N/A	N/A	N/A	N/A
v5.0.0	NonDICOMPETimages	image.study_link_id	v5.0.2	NonDICOMPETimages	image.study_link_id	N/A	N/A	N/A	N/A	N/A
v5.0.0	NonDICOMradiologyAllModalities	image.study_link_id	v5.0.2	NonDICOMradiologyAllModalities	image.study_link_id	N/A	N/A	N/A	N/A	N/A
v5.0.0	participant	study.phs_accession	v5.0.2	participant	study.phs_accession	N/A	N/A	N/A	N/A	N/A
v5.0.0	proteomic	file.file_id	v5.0.2	proteomic	file.file_id	N/A	N/A	N/A	N/A	N/A
v5.0.0	sample	particpant.study_participant_id	v5.0.2	sample	particpant.study_participant_id	N/A	N/A	N/A	N/A	N/A
v5.0.0	study	program.program_acronym	v5.0.2	study	program.program_acronym	N/A	N/A	N/A	N/A	N/A
v5.0.0	treatment	particpant.study_participant_id	v5.0.2	treatment	particpant.study_participant_id	N/A	N/A	N/A	N/A	N/A
